spol,spol_starša,izob_matere,izob_očeta,število,izpolnjeval,vključen,status_matere,status_očeta,jezik,OPP,drugo,age_in_months,starost_vkljucitev,V10,V11,V12,V13,V14,V15,V16,V17,V18,V19
0,1,2,1,4.0,0,da,3,3,7,1,,86.0,30.0,1.4285714285714286,1.375,1.7142857142857142,1.4,1.625,2.0,0.0,1.3333333333333333,1.7142857142857142,0.5
0,1,1,2,4.0,1,da,3,3,7,1,,92.0,11.0,2.0,1.75,1.7142857142857142,1.2,1.75,2.0,1.0,1.8333333333333333,1.4285714285714286,0.9166666666666666
0,1,2,1,3.0,0,da,3,3,7,1,,90.0,22.0,2.0,1.25,1.7142857142857142,1.6,2.0,1.25,1.5,1.0,1.1428571428571428,1.0833333333333333
1,1,3,1,4.0,1,da,3,3,7,1,V19 - preveč splošnoin ni navedeno na katero vgojiteljico se nanašajo vpršanja?,87.0,30.0,1.4285714285714286,1.25,-0.4285714285714285,0.0,0.375,1.75,-1.0,-0.3333333333333333,0.5714285714285714,0.3333333333333333
1,1,1,1,4.0,1,da,3,3,7,1,,88.0,13.0,1.8571428571428568,0.375,0.0,0.0,0.5,0.25,0.0,0.0,0.7142857142857143,0.4166666666666667
1,1,2,1,3.0,0,da,3,1,7,1,,89.0,15.0,1.2142857142857142,0.25,1.0,0.2,0.875,1.0,0.5,0.1666666666666666,0.8571428571428571,1.3333333333333333
0,1,2,2,5.0,1,da,3,3,7,1,,86.0,57.0,2.0,1.25,0.8571428571428571,0.6,0.625,1.0,0.5,0.5,1.1428571428571428,0.5833333333333334
0,1,2,2,4.0,0,da,3,3,7,1,,90.0,22.0,1.7142857142857142,1.25,1.4285714285714286,1.2,1.625,1.75,-0.5,1.1666666666666667,1.2857142857142858,1.5833333333333333
1,1,3,3,5.0,1,da,3,3,7,1,,83.0,26.0,2.0,2.0,2.0,2.0,2.0,2.0,1.5,2.0,1.7142857142857142,0.75
0,1,3,3,5.0,2,da,3,3,7,1,,83.0,26.0,2.0,2.0,2.0,2.0,2.0,2.0,1.5,2.0,1.7142857142857142,0.75
1,1,2,1,5.0,1,da,3,3,7,1,,85.0,16.0,1.8571428571428568,2.0,0.5714285714285714,1.0,1.25,1.0,0.5,1.1666666666666667,2.0,0.5833333333333334
1,0,2,1,5.0,2,da,3,3,7,1,,85.0,16.0,1.8571428571428568,2.0,0.5714285714285714,1.0,1.25,1.0,0.5,1.1666666666666667,2.0,0.5833333333333334
0,1,2,2,5.0,2,da,3,3,7,1,,84.0,15.0,1.5,1.0,0.7142857142857143,0.8,0.5,1.5,-0.25,1.1666666666666667,1.2857142857142858,1.5833333333333333
0,1,2,2,2.0,0,da,3,3,7,1,,86.0,13.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0
1,1,0,0,4.0,1,da,0,3,7,1,,87.0,42.0,1.7857142857142858,1.125,1.8571428571428568,1.4,1.625,1.0,1.75,2.0,2.0,1.25
0,1,2,2,5.0,1,da,3,3,7,1,,82.0,11.0,2.0,2.0,1.5714285714285714,2.0,2.0,1.25,0.75,2.0,2.0,2.0
0,0,2,2,4.0,1,da,3,3,7,1,,85.0,30.0,1.9285714285714288,1.5,1.2857142857142858,1.2,1.75,1.5,0.5,1.0,0.8571428571428571,1.1666666666666667
1,0,2,1,6.0,1,da,3,3,7,1,,87.0,11.0,2.0,2.0,2.0,1.0,1.0,1.5,0.5,1.0,1.8571428571428568,1.0
1,1,2,1,5.0,0,da,3,3,7,1,,84.0,27.0,1.9285714285714288,2.0,1.7142857142857142,1.6,1.75,1.75,1.5,1.8333333333333333,1.7142857142857142,1.4166666666666667
0,1,1,1,4.0,0,da,3,3,7,1,,83.0,38.0,1.2857142857142858,0.875,0.1428571428571428,0.8,0.875,1.75,1.0,0.0,1.4285714285714286,1.1666666666666667
1,1,2,1,4.0,1,da,3,3,7,1,,80.0,24.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0
1,1,2,2,4.0,0,da,0,3,7,1,,77.0,22.0,0.7142857142857143,1.125,2.0,2.0,2.0,2.0,2.0,2.0,1.1428571428571428,1.0833333333333333
1,1,2,1,4.0,1,da,3,3,7,1,,86.0,18.0,1.9285714285714288,1.75,1.8571428571428568,1.8,2.0,2.0,2.0,1.5,1.8571428571428568,1.75
1,1,2,1,5.0,1,da,3,3,7,1,,86.0,18.0,2.0,1.75,1.8571428571428568,1.8,2.0,2.0,2.0,1.5,1.8571428571428568,1.75
1,1,2,1,6.0,2,da,3,3,7,1,,83.0,14.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.7142857142857142,1.8333333333333333
0,1,2,1,4.0,0,da,3,3,7,1,,94.0,13.0,2.0,1.0,0.4285714285714285,1.4,1.625,1.0,0.5,1.3333333333333333,1.4285714285714286,1.4166666666666667
1,1,2,1,5.0,2,da,3,3,7,1,,78.0,34.0,2.0,1.5,2.0,1.8,2.0,2.0,1.5,2.0,1.8571428571428568,1.0833333333333333
1,1,2,2,6.0,1,da,3,3,7,1,"Otrokovo počutje v vrtcu je v veliki meri odvisno od vzgojiteljice-a, pa tudi od ostalih otrok v skupini (oz. okolja, iz katerega prihajajo). Moji otroci so se vedno dobro počutili v manjšem vrtcu, s preprostejšimi vrstniki in vzgojiteljicami. V velikem vrtcu imam občutek, da se ""izgubijo"" oz. da so ""številke"". Veliko pomeni, da je otrokom isti vzgojitelj več let.",82.0,12.5,2.0,1.75,1.8571428571428568,1.8,2.0,2.0,2.0,2.0,2.0,1.0
0,1,1,1,4.0,0,da,3,3,7,1,,87.0,53.0,2.0,2.0,2.0,1.2,2.0,2.0,1.5,1.5,1.7142857142857142,1.6666666666666667
1,1,2,2,5.0,0,da,3,3,7,1,,84.0,27.0,0.7142857142857143,0.125,0.7142857142857143,0.0,0.0,0.0,0.0,0.0,0.4285714285714285,0.6666666666666666
1,1,2,1,5.0,0,da,2,3,7,1,,85.0,30.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0
1,1,2,1,4.0,0,da,3,3,7,1,,79.0,41.752508361204015,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0
0,1,3,1,3.0,0,da,3,3,7,1,,81.0,13.0,1.2142857142857142,1.25,1.5714285714285714,0.8,1.875,1.25,0.25,1.5,1.5714285714285714,1.25
1,1,1,1,4.0,0,da,0,3,8,1,,93.0,25.0,2.0,1.75,2.0,1.6,2.0,2.0,1.5,2.0,2.0,2.0
0,1,2,1,3.0,0,da,0,3,7,1,,90.0,12.0,1.3571428571428572,1.375,1.4285714285714286,1.0,1.375,1.25,1.0,1.1666666666666667,1.8571428571428568,1.4166666666666667
1,1,2,2,4.0,1,da,3,3,7,1,,82.0,13.0,2.0,1.75,1.5714285714285714,1.6,2.0,2.0,0.5,1.6666666666666667,1.8571428571428568,0.3333333333333333
1,1,2,1,2.0,0,da,3,3,7,1,,80.0,11.0,2.0,1.5,1.5714285714285714,0.6,1.0,1.4776545422856957,0.9683304520402278,1.2601456688642612,1.4609007618132228,0.9166666666666666
0,1,1,2,4.0,0,da,3,3,7,1,,88.0,12.0,0.9285714285714286,0.375,0.5714285714285714,0.8,1.625,1.5,-0.5,1.0,1.2857142857142858,1.0
1,1,1,0,4.0,0,da,3,1,7,1,,85.0,28.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.1428571428571428,1.9166666666666667
0,1,2,1,4.0,0,da,3,3,7,1,,83.0,15.0,2.0,1.625,1.0,1.4,1.875,2.0,1.0,2.0,1.7142857142857142,1.5
1,1,2,2,3.0,0,da,0,0,7,1,,81.0,15.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.9593653250773997
0,1,2,2,4.0,0,da,3,1,7,1,,87.0,30.0,0.9285714285714286,0.75,0.7142857142857143,0.8,1.75,1.0,0.75,1.0,1.7142857142857142,0.5833333333333334
0,1,3,3,5.0,0,da,2,3,7,1,"Ne nastavljate dejstva, da otroke v vrtec vključujemo (predvsem) zato, ker nam v skrbi za to, da družino preskrbimo, ne ostane druge možnosti. Če sta oba starša zaposlena, starih staršev ali baruške pa ni, potem otrok pač mora v vrtec. Sama menim, da bi večino veščin in spretnosti lahko otrok razvil tudi brez vključevanja v vrtec - z izjemo navajanja na življenje s sovrstniki v urejeni skupnosti, reševanja konfliktov v njej in razvijanja odnosov s sovrstniki. Vprašalnik tudi ne ponudi možnosti, da iraziš, da so vzgojitelji različni; nekateri super komunicirajo, vidijo otroka, drugi niti ne. Tudi glede bogastva besednega zaklada in gibalnih spretnosti so eni boljši, drugi slabši. Najpomembnejše se mi zdi, da jim je za otroke mar in da jih imajo radi oz. da jih ''vidijo''.",78.0,16.0,0.2142857142857142,0.625,0.8571428571428571,0.4,0.75,0.5,-0.5,0.8333333333333334,1.2857142857142858,0.9166666666666666
1,0,2,3,5.0,1,da,0,3,5,1,,82.0,26.0,1.0,0.25,0.4285714285714285,0.6,0.625,0.75,0.25,0.3333333333333333,0.7142857142857143,0.25
1,0,2,1,4.0,1,da,3,3,7,1,,82.0,27.0,2.0,1.375,1.2857142857142858,1.4,1.75,2.0,1.0,1.6666666666666667,1.4285714285714286,0.6666666666666666
0,1,1,1,3.0,1,da,0,3,7,1,Osnova za vse to so starši z njihovo podporo pa imajo vzgojiteljice uspeh za vsa naša vprašanja.,89.0,20.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1,1,2,2,4.0,0,da,2,3,7,1,"Vse (oz. večina) trditev sicer drži, vendar… v kolikor stari starši (torej babice in dedki) ne bi še vsi hodili v službo, bi otroka zaradi vseh naštetih trditev še vedno vpisala v vrtec, vendar ne pri rosnih 11-mesecih starosti. Moja hči niti še hodila ni, se mi zdi prezgodaj. Kakšno leto bi še počakala. Torej na tej točki želim poudariti, da je poglavitni razlog vpisa v vrtec v prvi vrsti dejstvo, da stari starši še hodijo v službo in na tem področju ne morejo priskočiti na pomoč mladim.",82.0,14.0,2.0,2.0,1.5714285714285714,1.6,2.0,2.0,1.0,2.0,2.0,2.0
0,0,1,0,2.0,1,da,3,2,7,1,,93.0,14.0,1.7857142857142858,0.75,1.0,1.0,1.0,1.0,1.0,1.0,1.2857142857142858,1.3333333333333333
0,1,1,0,7.0,2,da,3,3,0,1,,93.0,53.752508361204015,2.0,1.875,1.8571428571428568,0.8,1.0,2.0,1.0,2.0,1.7142857142857142,2.0
1,1,2,2,4.0,0,da,3,3,7,1,,82.0,14.0,1.5,1.125,1.7142857142857142,2.0,2.0,2.0,2.0,2.0,1.8571428571428568,2.0
1,1,2,3,4.0,1,da,0,3,5,1,,86.0,29.75250836120401,2.0,1.25,2.0,1.6,1.25,1.5,1.5,1.6666666666666667,2.0,2.0
0,1,0,0,4.0,2,da,3,3,2,1,,79.0,29.75250836120401,2.0,1.125,1.4285714285714286,1.0,1.5,1.0,0.75,1.5,1.5714285714285714,1.25
1,1,1,1,7.0,0,da,1,3,5,1,,88.0,20.0,1.3571428571428572,0.875,0.8571428571428571,0.8,2.0,1.5,1.0,1.1666666666666667,1.4285714285714286,1.5
0,1,1,0,4.0,1,da,3,0,8,1,,83.0,16.0,2.0,1.875,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0
0,1,3,3,4.0,0,da,3,3,7,1,,89.0,21.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.7142857142857142,1.0
1,1,2,2,3.0,0,da,3,3,7,1,,87.0,11.0,2.0,2.0,2.0,2.0,2.0,2.0,1.5,1.6666666666666667,2.0,2.0
1,1,2,2,4.0,1,da,2,3,7,1,"Prvi odgovor na vprašanje, zakaj smo se odločili za vpis otroka v vrtec je, da druge možnosti niti nismo imeli. Opcije, da bi otrok ostal doma pri sorodnikih pač ni bilo, torej je bila vključitev v vrtec nuja, šele temu so se priključili vsi ostali razlogi.",87.0,11.0,0.9285714285714286,0.125,1.0,0.8,1.125,1.0,0.75,1.0,1.0,0.4166666666666667
1,1,1,2,3.0,0,da,1,3,7,1,,77.0,11.0,2.0,1.75,1.7142857142857142,1.6,1.875,2.0,1.0,1.1666666666666667,1.0,1.1666666666666667
0,1,2,2,4.0,1,da,3,2,7,1,,89.0,15.0,2.0,1.625,1.4285714285714286,1.6,2.0,2.0,1.0,1.5,1.7142857142857142,1.3333333333333333
1,1,2,1,5.0,0,da,3,3,7,1,,80.0,29.75250836120401,1.3571428571428572,0.75,0.4285714285714285,0.8,-0.0499999999999999,-0.25,-0.25,0.1666666666666666,1.5714285714285714,0.4166666666666667
1,1,3,2,2.0,0,da,3,3,7,1,,84.0,12.0,2.0,1.625,1.5714285714285714,1.6,2.0,2.0,1.0,1.5,1.7142857142857142,1.0833333333333333
0,1,2,3,4.0,0,da,3,3,7,1,,89.0,11.0,0.9285714285714286,1.125,1.7142857142857142,0.4,1.75,1.0,1.5,2.0,2.0,0.9166666666666666
0,0,2,2,5.0,0,da,3,3,3,1,,90.0,11.0,1.9285714285714288,0.875,1.7142857142857142,1.2,1.0,1.75,0.0,1.8333333333333333,1.4285714285714286,0.75
1,1,2,2,4.0,1,da,1,3,7,1,"Odgovor ''strinjam se'' bi veljal za idealne okoliščine vrtca, kjer bi učiteljica dejansko imela proste roke pri sooblikovanju programa skupaj s starši in v skladu z željami (oz. potrebami) otrok. V realnosti ni čisto tako, ampak so (v javnih vrtcih) vzgojiteljice bolj ali manj kreativne v soustvarjanju programa, vendar ne s starši, ampak v okviru možnosti, ki jih ponuja vrtec in jim je naklonjeno vodstvo vrtca. Starši pri tem večinoma nismo vključeni, ampak samo obveščeni.",85.0,16.0,1.5,0.5,0.8571428571428571,0.8,0.75,1.25,0.25,0.5,1.4285714285714286,0.9166666666666666
1,1,3,2,4.0,0,da,2,3,7,1,,84.0,11.0,0.4285714285714285,0.75,0.8571428571428571,1.0,1.0,0.5,1.0,0.6666666666666666,1.1428571428571428,0.6666666666666666
1,1,1,1,3.0,0,da,3,3,7,1,,84.0,15.0,1.6428571428571428,1.5,1.0,1.2,1.25,2.0,0.5,1.6666666666666667,1.2857142857142858,1.5833333333333333
0,1,1,1,4.0,1,da,2,3,7,1,,85.0,17.0,2.0,2.0,1.7142857142857142,1.8,2.0,2.0,1.5,1.8333333333333333,1.7142857142857142,1.5
1,1,2,1,4.0,1,da,3,3,7,1,,84.0,16.0,2.0,1.5,1.7142857142857142,1.0,1.875,2.0,1.0,1.0,2.0,1.5
1,1,1,1,3.0,0,da,3,3,7,1,,88.0,33.0,0.1428571428571428,0.25,-0.1428571428571428,1.0,-0.5,-0.5,-1.0,-1.0,1.0,0.5
0,1,3,2,4.0,1,da,3,3,7,1,"Da. Po naših izkušnjah z vrtcem Rožnik v Ljubljani bi bila takšna raziskava lahko osnova za predloge, kako naprej izboljšati osnove šole. Vrtec je namreč 100 let pred šolami s svojim načinom dela, izobraževanjem vzgojiteljic in njihovim zanimanjem za delo z otroki. Lahko jih opazujete in način dela vrtca Rožnik predlagate za smernice, ki jih nato preko ministrstva pošljete še malo v šolo :). Predvsem v višje razrede, ker za prvičke je super poskrbljeno. Hvala!",86.0,13.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0
1,1,3,3,4.0,1,da,3,3,8,1,,81.0,17.752508361204015,1.0,0.625,0.0,0.2,0.625,1.0,0.5,0.3333333333333333,1.0,0.8333333333333334
0,1,1,1,4.0,0,da,1,3,7,1,,86.0,18.0,2.0,1.625,1.8571428571428568,1.6596923076923076,1.875,2.0,1.5,2.0,1.7142857142857142,1.0
0,0,2,1,6.0,2,da,2,3,7,1,,87.0,15.0,0.7142857142857143,0.625,0.2857142857142857,0.8,1.0,1.0,0.5,0.8333333333333334,0.8571428571428571,0.5833333333333334
1,1,2,1,4.0,0,da,3,3,7,1,Ne.,84.0,16.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.8571428571428568,2.0
1,1,3,3,3.0,1,da,0,3,5,1,,87.0,41.0,1.5,1.0,1.0,1.6,2.0,2.0,0.5,1.5,1.2857142857142858,0.75
0,1,2,2,4.0,0,da,2,3,7,1,,85.0,11.0,1.6428571428571428,1.125,1.4285714285714286,1.6,2.0,2.0,0.5,1.6666666666666667,2.0,1.6666666666666667
1,0,1,1,4.0,0,da,3,2,7,1,,84.0,17.0,2.0,1.0,1.1428571428571428,1.0,1.75,2.0,1.0,2.0,1.5714285714285714,1.0
0,1,2,3,4.0,0,da,3,0,9,1,,81.0,36.0,2.0,2.0,1.8571428571428568,1.0,2.0,1.0,1.0,1.0,1.8571428571428568,2.0
0,1,1,1,4.0,0,da,0,3,7,0,,94.0,17.0,1.183377020532984,0.9151244167962675,1.1428571428571428,0.9006153846153847,1.25,2.0,2.0,0.6666666666666666,0.8571428571428571,1.0833333333333333
1,0,3,3,4.0,0,da,3,3,8,1,,83.0,24.0,1.9285714285714288,2.0,1.4285714285714286,1.6,1.625,1.75,1.3534883720930233,1.8333333333333333,1.5714285714285714,1.0833333333333333
1,1,3,3,4.0,1,da,3,3,7,1,"Morda bi bilo bolje, da bi povpraševali o dejstvu in pričakovani izkušnji otroka v vrtcu. Na ta način bi prejeli odgovore, kaj bi vrtec kot inštitucija še lahko pripomogel za boljši razvoj otrok. Sicer pa morda niti ni toliko odvisno od samega vrtca, kot je od posameznih vzgojiteljic. Naša izkušnja je v istem vrtcu (druga enota) popolnoma drugačna, med enim in drugim otrokom.",87.0,43.0,0.6428571428571429,0.25,0.1428571428571428,0.8,0.5,0.25,0.5,0.0,1.5714285714285714,0.6666666666666666
1,1,2,1,3.0,0,da,3,3,7,1,,79.0,13.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.5
0,1,1,1,5.0,2,da,3,3,8,1,"Za celostni razvoj otroka je v prvi vrsti potrebna vzgoja doma, ki se nato nadaljuje v vrtcu in šoli, vsekakor mislim, da z vzajemnim sodelovanjem in dobrobit otroka.",79.0,11.0,2.0,1.25,1.0,0.6,1.75,2.0,0.5,1.1666666666666667,1.5714285714285714,0.75
1,1,3,3,4.0,1,da,3,3,7,1,Da - niso vse vzgojiteljice enake. Otrok ''zamenja'' cca. 5 vzgojiteljic in razlike med njimi so zelo velike.,85.0,29.0,2.0,1.5,1.2857142857142858,0.6,1.125,1.5,0.0,0.1666666666666666,0.7142857142857143,0.1666666666666666
1,1,1,1,4.0,1,da,1,3,2,1,,84.0,35.0,1.5,0.875,1.2857142857142858,1.0,6.625,1.0,0.75,1.1666666666666667,1.1428571428571428,1.0833333333333333
1,1,3,3,3.0,0,da,3,3,7,1,,85.0,29.0,2.0,1.75,1.7142857142857142,1.6,2.0,2.0,2.0,1.1666666666666667,2.0,1.75
1,1,3,3,5.0,2,da,3,3,7,1,,80.0,12.0,0.9285714285714286,0.875,1.2123104687737456,0.4,0.625,1.25,-0.5,0.6666666666666666,1.0,0.5833333333333334
0,1,2,1,4.0,0,da,3,3,7,1,,79.0,11.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.7142857142857142,1.5
0,1,1,1,4.0,1,da,0,0,7,1,,89.0,24.0,1.5,1.6875,0.4285714285714285,0.4,1.225,1.25,0.75,1.0,2.357142857142857,0.9751291989664084
0,1,2,2,3.0,1,da,3,3,7,1,,78.0,1.0,2.0,2.0,2.0,1.2,1.875,2.0,2.0,1.8333333333333333,1.7142857142857142,1.6666666666666667
1,1,1,1,4.0,1,da,0,3,8,1,,88.0,20.0,2.0,1.5,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0
0,0,1,2,5.0,2,da,0,3,9,1,,79.0,56.0,1.2857142857142858,0.625,0.8571428571428571,1.0,0.75,1.25,1.25,1.1666666666666667,1.2857142857142858,1.25
0,1,2,1,5.0,1,da,2,3,7,1,,87.0,11.0,1.7857142857142858,1.75,1.1428571428571428,1.8,1.875,1.75,1.5,2.0,1.4285714285714286,1.5
0,1,1,1,6.0,1,da,0,3,0,1,/,81.0,51.0,1.1428571428571428,0.125,0.0,0.6,1.5,1.25,0.75,0.5,0.5714285714285714,0.0833333333333333
1,0,0,0,4.0,1,da,0,3,5,1,,87.0,34.0,1.5714285714285714,1.0458333333333334,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.5833333333333333
1,1,1,1,4.0,1,da,0,3,7,1,,80.0,11.0,1.5,0.625,0.8571428571428571,0.6,1.0,1.0,0.5,1.0,1.2857142857142858,0.9166666666666666
1,0,2,3,3.0,0,da,2,3,9,1,,92.0,36.0,0.9544957339750602,0.75,0.5714285714285714,1.0,0.75,1.5,1.0,0.8333333333333334,0.8571428571428571,0.5833333333333334
1,0,1,1,4.0,0,da,3,3,7,1,,80.0,11.0,2.0,1.5,1.8571428571428568,1.0,1.375,1.25,0.0,0.0,1.4285714285714286,0.5833333333333334
0,1,3,3,4.0,1,da,0,3,9,1,,91.0,47.0,0.7142857142857143,0.125,1.1428571428571428,0.6,2.0,2.0,0.0,1.0,1.4285714285714286,0.0833333333333333
0,1,1,1,3.0,0,da,3,3,7,0,,96.0,11.0,2.0,1.625,1.5714285714285714,1.6,1.875,2.0,1.0,1.6666666666666667,1.5714285714285714,1.5
