spol,spol_starša,izob_matere,izob_očeta,število,izpolnjeval,vključen,status_matere,status_očeta,jezik,OPP,drugo,age_in_months,starost_vkljucitev,V10,V11,V12,V13,V14,V15,V16,V17,V18,V19
1,1,2,1,4.0,1,da,3,3,7,1,,81.0,15.0,2.0,1.75,1.7142857142857142,1.6,1.375,2.0,1.0,1.6666666666666667,1.7142857142857142,3.489130434782609
0,1,1,1,4.0,0,da,2,3,5,1,,86.0,18.0,1.7142857142857142,1.5,1.7142857142857142,1.2,1.875,2.0,0.25,1.1666666666666667,2.0,1.9166666666666667
0,1,1,1,4.0,0,da,0,3,2,1,,83.0,56.0,2.0,1.0,1.2284832451499117,1.0,1.5645285935085007,1.25,1.0,2.0,2.0,1.5
0,1,2,1,4.0,1,da,2,3,7,1,,84.0,24.0,1.5714285714285714,0.875,0.4285714285714285,1.0,0.75,0.25,0.0,1.0,-0.1428571428571428,-0.25
0,1,1,1,4.0,1,da,3,3,7,1,,91.0,17.752508361204015,2.0,2.0,2.0,1.8,2.0,2.0,0.5,1.8333333333333333,2.0,1.9166666666666667
1,1,2,1,4.0,1,da,3,3,5,1,,81.0,17.752508361204015,2.0,1.3015130670667705,1.3371750077599749,1.2921305072636342,1.489360853512029,1.4776545422856957,0.9683304520402278,1.2601456688642612,1.7625230573626178,1.6200519240798763
1,1,1,1,4.0,1,da,3,3,8,1,,82.0,26.0,0.6428571428571429,0.25,1.7142857142857142,1.2,1.0,1.25,1.25,0.6666666666666666,0.2857142857142857,0.1666666666666666
1,1,3,1,4.0,1,da,0,3,7,1,"Menim, da je vloga vrtca za otrokov nadaljni razvoj pomembna. Absolutno pogrešam (kakor tudi včasih v šoli) pristop, ki bi program vsaj delno prilagodil otrokovim trenutnimi sposobnostmi (nižjim in višjim) ter občutljivim obdobjem za posamezno področje (glej Montessorijina občutljiva obdobja). Seveda bi v tem primeru morala šola postati nadaljevanje vrtca in ne prekinitev vrtca in začetek šole (v smislu začetek novega življenja). Absolutni ni na mestu zavedanje, ki se ga predaja otroku, da se v vrtcu igraš, v šoli pa učiš in to se spremeni, v trenutku ko se ""nekdo"" tako odloči. Življenje je učenje.",80.0,17.752508361204015,-0.2142857142857142,-0.25,1.0,-0.4,1.375,0.75,-0.25,1.1666666666666667,0.9243566992014196,0.6947040498442368
0,0,0,0,5.0,2,da,2,3,0,1,,86.0,36.5,2.0,1.5,2.0,2.0,1.75,2.0,2.0,2.0,2.0,2.0
0,1,0,0,5.0,2,da,0,3,0,1,/,85.0,30.0,1.2142857142857142,0.5,1.1428571428571428,1.0,1.875,1.0,0.0,0.8333333333333334,0.5714285714285714,0.9166666666666666
0,1,1,1,3.0,0,da,2,3,7,1,,81.0,15.0,2.0,1.875,1.8571428571428568,1.8,2.0,2.0,0.5,2.0,2.0,2.0
1,1,2,1,3.0,0,da,3,3,7,1,,85.0,17.0,2.0,2.0,2.0,2.0,2.0,1.75,1.75,1.5,2.0,1.3333333333333333
1,1,1,1,4.0,0,da,0,3,0,1,/,82.0,30.0,1.326234163390127,0.5,1.0,1.6,2.0,1.5,0.25,1.1666666666666667,0.5714285714285714,0.6666666666666666
1,1,1,1,5.0,2,da,1,3,0,1,,79.0,68.0,1.0,0.875,1.0,1.0,1.0,1.0,0.5,0.6666666666666666,1.0,1.0
0,1,3,2,4.0,0,da,3,3,7,1,,87.0,14.0,1.5714285714285714,1.375,1.5714285714285714,1.4,1.75,2.0,1.25,1.5,2.0,1.75
0,1,2,1,4.0,1,da,3,3,7,1,,81.0,13.0,1.5714285714285714,1.375,0.8571428571428571,1.6,1.5,1.0,1.0,1.1666666666666667,1.1428571428571428,1.25
0,1,2,1,5.0,0,da,0,3,2,1,,84.0,15.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0
0,1,1,1,3.0,0,da,0,3,7,1,,79.0,23.0,1.9285714285714288,1.625,2.0,1.0,2.0,1.5,2.0,1.0,2.0,1.4166666666666667
0,1,2,1,4.0,0,da,3,3,8,1,"V pogledu načrtovanje programa pomembno je ugotovit in upoštevat spolne razlike, ker mislim da je razlika med fanti in deklicami.",88.0,16.0,2.0,1.75,2.0,0.8,2.0,2.0,2.0,2.0,1.7142857142857142,2.0
1,0,2,2,4.0,0,da,1,3,7,1,,86.0,13.0,1.5,0.375,1.0,0.6,1.0,1.4776545422856957,0.9683304520402278,1.2601456688642612,1.4609007618132228,0.75
1,1,2,2,4.0,0,da,0,3,7,1,,84.0,28.0,2.0,1.75,1.7142857142857142,1.4,2.0,2.0,1.75,1.8333333333333333,2.0,1.5833333333333333
1,1,0,1,4.0,1,da,1,3,8,1,,82.0,36.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,0.1666666666666666,1.5714285714285714,1.3333333333333333
0,1,1,1,4.0,0,da,1,3,7,1,,82.0,13.0,2.0,1.875,1.7142857142857142,1.8,2.0,2.0,2.0,1.8333333333333333,2.0,1.8333333333333333
0,1,2,1,3.0,0,da,3,3,7,1,,78.0,17.752508361204015,1.2857142857142858,1.502948717948718,1.7142857142857142,2.0,2.0,2.0,2.0,1.0,1.0,0.5833333333333334
1,1,2,2,5.0,0,da,3,3,7,1,,86.0,33.0,1.0714285714285714,0.625,0.5714285714285714,0.6,1.0,1.0,0.75,0.8333333333333334,0.8571428571428571,0.8333333333333334
1,1,1,1,4.0,0,da,3,3,7,1,,85.0,64.0,1.0,0.625,0.5714285714285714,0.8,0.875,1.0,0.5,0.6666666666666666,0.8571428571428571,1.0
1,1,0,1,5.0,2,da,1,3,0,1,,79.0,29.75250836120401,1.3571428571428572,0.75,1.0,0.8,0.875,1.0,-0.5,1.0,1.4285714285714286,1.6666666666666667
0,0,0,2,4.0,0,da,0,3,0,1,,86.0,53.752508361204015,0.5714285714285714,0.375,1.0,0.8,0.125,0.25,0.0,0.0,-0.1428571428571428,-1.3333333333333333
1,1,2,2,4.0,1,da,3,3,7,1,,78.0,33.0,2.0,2.0,1.7142857142857142,1.6,1.625,2.0,1.0,0.1666666666666666,2.0,0.75
1,1,2,1,4.0,1,da,3,3,7,1,,79.0,11.0,2.0,1.875,1.8571428571428568,1.8,2.0,2.0,1.5,1.8333333333333333,2.0,2.0
1,1,2,1,4.0,0,da,3,3,7,1,,81.0,23.0,1.7142857142857142,1.125,1.0,1.0,1.0,1.0,1.0,1.0,1.5714285714285714,0.75
1,1,2,1,4.0,0,da,3,3,7,1,,89.0,11.0,1.0,0.75,1.0,0.0,1.0,1.0,0.5,0.0,1.2857142857142858,0.9166666666666666
1,1,2,2,4.0,1,da,3,3,7,1,,81.0,11.0,2.0,1.875,1.4285714285714286,1.0,1.625,2.0,1.0,0.5,2.0,1.5
0,1,3,2,4.0,0,da,3,3,7,1,,88.0,43.0,2.0,1.5,1.4285714285714286,0.8,1.625,1.5,0.75,1.1666666666666667,1.1428571428571428,0.6666666666666666
0,1,3,1,4.0,1,da,3,3,7,1,,91.0,11.0,1.5,1.375,0.8571428571428571,0.8,1.625,1.4776545422856957,0.9683304520402278,1.2601456688642612,1.4609007618132228,1.2065202122408356
0,1,1,0,4.0,0,da,3,3,7,1,,83.0,38.0,1.8571428571428568,1.375,1.0,0.8,1.375,1.25,0.5,0.8333333333333334,0.4285714285714285,1.0833333333333333
0,1,1,1,4.0,0,da,3,3,7,1,,82.0,53.752508361204015,2.0,1.875,1.5714285714285714,1.0,1.125,1.0,1.25,0.8333333333333334,1.7142857142857142,1.4166666666666667
1,1,2,1,4.0,1,da,3,3,7,1,,86.0,41.0,1.0,1.0,1.0,0.8,1.0,1.0,0.5,1.0,1.0,1.0
0,0,1,2,4.0,1,da,2,3,7,1,,91.0,16.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,-0.1428571428571428,-0.25
0,1,2,2,6.0,0,da,2,3,7,1,,83.0,26.0,2.0,1.875,1.4285714285714286,1.2,2.0,1.75,1.75,1.3333333333333333,1.7142857142857142,1.1666666666666667
1,1,2,0,4.0,0,da,3,3,7,1,,85.0,11.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.3333333333333333,2.0,0.75
0,1,1,1,3.0,0,da,2,3,7,1,,84.0,26.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0
0,0,2,3,5.0,2,da,3,3,7,1,,87.0,40.0,1.1428571428571428,0.375,1.1428571428571428,1.0,1.25,1.25,0.25,1.0,0.8571428571428571,1.25
0,1,1,1,5.0,2,da,3,3,7,1,,84.0,38.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0
1,1,3,2,5.0,1,da,3,3,7,1,,88.0,32.0,2.0,2.0,1.7142857142857142,1.4,1.625,1.25,0.5,1.8333333333333333,1.8571428571428568,1.3333333333333333
1,1,1,1,4.0,0,da,2,3,7,1,,82.0,25.0,1.7142857142857142,1.75,1.7142857142857142,0.6,1.25,1.0,1.0,0.1666666666666666,1.0,0.9166666666666666
1,0,1,1,4.0,1,da,3,3,7,1,,87.0,34.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0
0,0,1,1,4.0,1,da,0,3,0,1,,87.0,53.752508361204015,1.8571428571428568,1.5,2.0,2.0,1.875,1.5,0.75,1.5,1.7142857142857142,1.6666666666666667
0,1,2,2,4.0,0,da,3,3,7,1,,82.0,14.0,1.5714285714285714,1.25,1.7142857142857142,1.6,2.0,2.0,1.25,1.8333333333333333,1.1428571428571428,1.3333333333333333
1,1,2,1,4.0,0,da,3,3,7,1,,85.0,30.0,2.0,2.0,1.7142857142857142,1.4,2.0,1.5,1.5,1.8333333333333333,1.7142857142857142,1.5833333333333333
0,1,2,1,4.0,1,da,2,3,7,1,,78.0,13.0,1.8571428571428568,1.25,1.4285714285714286,1.0,0.875,1.25,0.5,0.8333333333333334,1.4285714285714286,1.5833333333333333
0,1,1,1,5.0,1,da,3,3,7,1,,80.0,17.752508361204015,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0
0,1,1,2,3.0,0,da,3,3,7,0,,84.0,40.0,1.6428571428571428,1.125,1.5714285714285714,1.0,1.0,2.0,1.5,1.8333333333333333,2.0,1.9166666666666667
1,1,3,1,3.0,0,da,3,3,7,1,,84.0,39.0,2.0,2.0,1.8571428571428568,1.8,2.0,2.0,2.0,2.0,2.0,2.0
0,1,2,2,4.0,1,da,2,3,7,1,,87.0,19.0,0.5,0.5,0.1428571428571428,0.2,0.25,0.0,0.0,-1.0,0.8571428571428571,1.0
0,1,1,1,4.0,1,da,2,2,7,1,,83.0,38.0,1.0714285714285714,0.5,0.8571428571428571,0.8,0.75,1.0,0.5,0.6666666666666666,0.7142857142857143,0.8333333333333334
1,1,3,3,5.0,1,da,3,3,7,1,,80.0,14.0,0.4285714285714285,0.5,1.2857142857142858,0.4,0.25,-0.5,-0.25,0.5,0.8571428571428571,0.0833333333333333
0,1,1,1,3.0,0,da,3,3,7,1,,86.0,42.0,1.2857142857142858,1.0,1.7142857142857142,1.4,2.0,1.5,1.5,2.0,1.8571428571428568,2.0
0,1,2,1,5.0,0,da,3,3,7,1,,82.0,14.0,2.0,1.75,1.7142857142857142,1.6,2.0,2.0,1.0,1.6666666666666667,2.0,1.6666666666666667
1,1,2,1,3.0,0,da,0,3,7,1,,87.0,19.0,1.7857142857142858,1.0,0.8571428571428571,1.6,2.0,2.0,1.0,1.6666666666666667,1.4285714285714286,0.9166666666666666
1,1,2,2,4.0,1,da,3,3,7,1,,81.0,36.0,1.4285714285714286,0.875,0.2857142857142857,-0.2,0.625,2.0,0.0,1.1666666666666667,1.4285714285714286,1.5833333333333333
0,1,2,2,4.0,0,da,3,3,7,1,,77.0,13.0,0.7857142857142857,0.625,2.0,2.0,1.875,0.5,1.25,2.0,1.8571428571428568,0.5833333333333334
1,1,1,1,5.0,0,da,3,3,7,1,,77.0,21.0,2.0,0.625,0.0,0.4,1.25,1.0,0.0,1.0,0.2857142857142857,0.5833333333333334
1,1,2,3,4.0,1,da,2,3,7,1,,87.0,30.0,2.0,2.0,1.8571428571428568,1.8,2.0,2.0,1.5,1.8333333333333333,2.0,1.6666666666666667
1,1,1,1,5.0,2,da,3,3,7,1,,81.0,49.0,2.0,2.0,1.8571428571428568,1.6,2.0,2.0,1.0,1.6666666666666667,1.8571428571428568,2.0
0,1,3,2,3.0,0,da,0,3,7,1,"ŽAL PRECEJ NERAZUMLJIV VPRAŠALNIK OZ. ZRLO DVOUMEN. PRECEJ NAPAK. Npr. ali sprašujete, če je pomembno, da vzgojiteljica dobro komunikacira in sodeluje s starši ali sprašujete, če jaz kot starš menim, da vzg. Dobro komunikacira in sodeluje s starši. Moj prvi odgovor je DA. Je zelo pomembno. Drugi odgovor --> žal ni (bilo) dobre komunikacije in sodelovanja s starši. Torej eno so želje, kar si za otroka želimo, drugo je realnost vrtcev.",79.0,34.0,1.7857142857142858,1.625,1.7142857142857142,0.8,1.0,1.25,0.5,0.8333333333333334,1.4285714285714286,1.3333333333333333
1,1,2,2,4.0,0,da,2,3,7,1,,86.0,18.0,1.2142857142857142,0.375,1.4285714285714286,0.6,1.5,1.25,1.5,0.6666666666666666,1.5714285714285714,0.9166666666666666
1,1,1,1,4.0,0,da,0,3,7,1,,79.0,34.0,1.4285714285714286,1.625,1.5714285714285714,1.2,1.625,1.5,1.25,1.6666666666666667,1.7142857142857142,1.75
0,0,0,1,4.0,0,da,0,3,2,1,,77.0,33.0,1.7857142857142858,1.375,1.7142857142857142,1.4,1.5,1.25,0.75,1.6666666666666667,1.1428571428571428,2.0
1,1,2,1,4.0,0,da,2,3,7,1,,82.0,14.0,2.0,2.0,1.8571428571428568,1.8,2.0,1.25,1.5,2.0,2.0,1.8333333333333333
0,1,2,3,4.0,1,da,2,3,7,1,,83.0,39.0,2.0,1.125,1.2857142857142858,2.0,1.0,2.0,1.0,1.3333333333333333,1.7142857142857142,1.6666666666666667
0,1,3,1,4.0,1,da,2,3,7,1,"V vrtec sem vpisala otroka predvsem zaradi varstva, nato nastopijo drugi dejavniki socializacije in razvoja otroka. Prav bi bilo ozaveščanje, da vrtec ni šola, zato se njegov program izvaja različno (od kraja, vzgojiteljic). V kolikor je vrtec uvod v šolo bi morali to povdariti, predstaviti in dopolniti učni načrt vrtca, npr. zadnjih dveh let... Naj pa ostanejo vrtci kot so, saj je po drugih državah najbrž mnogo slabše. Vse dobro.",86.0,11.0,1.0,1.375,1.2857142857142858,1.0,1.0,1.0,1.0,1.0,1.7142857142857142,0.3333333333333333
0,1,3,3,4.0,0,da,1,3,7,1,,88.0,11.0,2.0,1.875,2.0,1.0,2.0,1.0,2.0,1.0,2.0,1.6666666666666667
1,1,1,0,4.0,1,da,3,3,7,1,,77.0,11.0,2.0,1.125,2.0,0.6,1.0,1.0,0.0,1.0,1.0,1.0833333333333333
1,1,1,1,4.0,1,da,1,3,5,1,"Ne, hvala za delo vzgojiteljice v vrtcu in učiteljice v šoli.",91.0,34.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0
1,1,2,2,5.0,0,da,3,3,7,1,,78.0,11.0,2.0,0.875,1.0,0.2,1.375,1.25,-0.5,0.0,1.7142857142857142,1.0833333333333333
0,0,1,2,4.0,0,da,1,3,7,1,,89.0,11.0,0.5,0.75,0.8571428571428571,1.4,1.125,1.5,0.0,1.0,1.4285714285714286,1.3333333333333333
0,1,2,1,4.0,1,da,3,3,7,1,"Vrtec naj spodbuja otrokov razvoj na konkretni ravni in otrokom omogoči čim več izkušenjskega učenja, učenja v naravi, več gibanja in sodelovalnega učenja, raziskovanja.",78.0,11.0,2.0,1.375,1.0,1.2,1.875,2.0,0.0,1.6666666666666667,1.2857142857142858,1.0833333333333333
0,1,1,1,3.0,0,da,3,3,7,1,,86.0,11.0,1.0,0.875,1.0,0.8,1.0,1.0,1.0,1.0,1.0,0.75
1,1,1,1,4.0,1,da,3,3,7,1,,86.0,41.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.5,1.5714285714285714,1.8333333333333333
1,1,1,1,5.0,2,da,0,3,2,1,,86.0,36.0,1.3571428571428572,1.375,1.2857142857142858,1.0,0.75,1.0,-0.5,1.0,2.0,2.0
1,1,1,1,6.0,1,da,1,3,8,1,"Pri izpolnjevanju vprašalnika sem v mislih imel deli, ki so ga opravljale vzgojiteljica Tjaša in Nives.",80.0,11.0,1.7857142857142858,1.25,1.5714285714285714,1.2,2.0,2.0,1.5,1.0,1.8571428571428568,1.9166666666666667
0,1,1,1,4.0,1,da,3,3,7,1,,90.0,11.0,1.5714285714285714,0.625,1.2857142857142858,0.8,1.875,1.0,0.5,2.0,1.7142857142857142,1.5
0,1,1,2,3.0,0,da,3,3,7,1,,77.0,21.0,2.0,1.875,1.8571428571428568,1.0,2.0,1.75,0.0,1.3333333333333333,0.4285714285714285,0.25
0,1,2,1,4.0,0,da,3,3,7,1,,77.0,32.0,2.0,1.875,2.0,1.6,2.0,2.0,1.0,2.0,2.0,2.0
0,0,2,1,3.0,0,da,3,3,7,1,,80.0,24.0,1.5714285714285714,1.25,1.2857142857142858,0.8,1.375,2.0,0.5,0.6666666666666666,1.2857142857142858,1.0
1,1,1,1,3.0,1,da,3,2,4,1,,83.0,53.0,2.0,2.0,2.0,2.0,2.0,2.0,1.25,0.4018691588785046,1.4285714285714286,1.0833333333333333
1,1,2,1,4.0,0,da,1,3,7,1,,82.0,25.5,2.0,1.875,1.8571428571428568,1.8,2.0,2.0,1.5,2.0,2.0,2.0
0,1,1,1,5.0,0,da,0,3,2,1,,83.0,36.0,1.0,1.0,1.0,0.8,0.75,1.0,0.5,1.0,0.7142857142857143,0.9166666666666666
0,1,2,1,4.0,1,da,3,3,7,1,,83.0,15.0,2.0,2.0,1.7142857142857142,1.6,2.0,2.0,1.0,1.6666666666666667,1.7142857142857142,2.0
1,0,1,1,4.0,1,da,2,3,2,1,,84.0,30.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
0,1,3,1,4.0,0,da,2,3,7,1,"Menim, da je vrtec zakon. :) Starši pa morajo zaupati tako vzgojiteljicam, kot kasneje tudi učiteljicam, ker če tega zaupanja ni, pride do nesporazumov. Otrok to energijo oziroma vez med starši in učitelji oz. vgojitelji čuti in prenaša.",77.0,33.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0
0,1,2,1,4.0,1,da,3,3,7,1,,81.0,36.0,1.7142857142857142,1.5,0.7142857142857143,0.6,1.25,2.0,0.0,0.8333333333333334,1.7142857142857142,1.8333333333333333
1,1,1,1,4.0,0,da,3,3,2,1,,82.0,31.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0
1,1,2,2,5.0,2,da,3,3,7,1,,79.0,23.0,1.9285714285714288,1.0,2.0,2.0,2.0,1.0,1.0,1.0,0.8571428571428571,1.0
0,1,2,1,5.0,1,da,3,3,7,1,,81.0,36.0,1.5714285714285714,1.125,1.2857142857142858,1.2,1.0,2.0,0.0,1.0,0.7142857142857143,0.6666666666666666
0,0,1,1,5.0,2,da,3,3,7,1,,80.0,24.0,2.0,1.375,1.7142857142857142,1.6,1.375,1.0,1.25,0.3333333333333333,1.4285714285714286,0.7958656330749353
0,1,2,1,4.0,0,da,3,3,7,1,,88.0,68.0,1.8571428571428568,1.625,1.2857142857142858,0.8,1.25,1.5,0.25,0.6666666666666666,1.4285714285714286,0.9166666666666666
1,1,1,1,5.0,1,da,3,3,7,1,,83.0,26.0,2.0,1.5,0.4285714285714285,0.4,1.0,2.0,1.0,0.6666666666666666,2.0,2.0
1,1,1,0,4.0,0,da,3,3,7,1,,82.0,17.0,2.0,1.625,1.0,1.0,1.375,1.5,1.25,1.0,1.0,1.0
0,1,1,1,4.0,0,da,2,3,7,1,,84.0,40.0,2.0,1.75,1.8571428571428568,1.8,2.0,2.0,1.5,2.0,2.0,2.0
0,1,1,1,1.0,0,da,1,3,7,1,,78.0,32.0,1.3266243710347845,0.5821153846153846,0.5714285714285714,1.0,1.125,1.0,0.75,0.5,0.8571428571428571,1.0
1,1,1,1,5.0,2,da,3,3,7,1,,88.0,17.752508361204015,2.0,1.625,1.7142857142857142,1.0,1.875,2.0,0.25,1.6666666666666667,1.7142857142857142,1.8333333333333333
1,0,1,1,4.0,0,da,3,3,7,1,,79.0,11.0,2.0,1.875,1.5714285714285714,1.4,2.0,2.0,0.75,1.0,1.8571428571428568,1.9166666666666667
0,1,2,1,4.0,0,da,3,3,7,1,,86.0,18.0,1.9285714285714288,1.0,2.0,1.8,2.0,2.0,0.5,1.1666666666666667,1.8571428571428568,0.5833333333333334
1,1,1,1,6.0,1,da,1,3,7,1,,84.0,11.0,2.0,1.875,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0
1,1,1,2,6.0,0,da,3,3,7,1,,84.0,41.752508361204015,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.2065202122408356
1,1,3,1,5.0,0,da,0,3,7,1,,83.0,27.0,2.0,2.0,2.0,2.0,2.0,2.0,1.5,1.8333333333333333,1.7142857142857142,0.9166666666666666
1,1,1,1,4.0,1,da,3,3,7,1,,83.0,2.0,2.0,2.0,1.5714285714285714,1.8,1.25,1.25,1.0,1.1666666666666667,0.8571428571428571,1.75
1,1,2,1,4.0,1,da,3,3,7,1,,79.0,15.0,1.7142857142857142,1.25,1.0,1.2,1.625,2.0,1.0,1.8333333333333333,1.5714285714285714,1.25
0,1,2,1,5.0,1,da,3,3,7,1,,80.0,11.0,2.0,2.0,1.2857142857142858,0.0,1.25,0.5,0.5,0.8333333333333334,1.8571428571428568,1.1666666666666667
1,1,0,0,5.0,0,da,0,0,6,1,,97.0,41.0,2.0,1.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0
