spol,spol_starša,izob_matere,izob_očeta,število,izpolnjeval,vključen,status_matere,status_očeta,jezik,OPP,drugo,age_in_months,starost_vkljucitev,V10,V11,V12,V13,V14,V15,V16,V17,V18,V19
0,1,3,2,5.0,1,da,3,3,7,1,,80.0,11.0,1.4285714285714286,1.125,1.1428571428571428,1.6,1.625,1.5,1.5,1.3333333333333333,1.8571428571428568,0.9166666666666666
0,1,2,1,4.0,1,da,3,3,7,1,,82.0,12.0,2.0,2.0,2.0,1.4,1.75,1.75,2.0,1.6666666666666667,1.2857142857142858,1.5
1,1,1,1,7.0,2,da,3,3,7,1,,82.0,17.0,1.0,0.925,1.2,1.0,1.0,1.0,0.25,1.0,1.0,1.0
0,1,2,1,3.0,0,da,3,3,7,1,,88.0,16.0,1.7142857142857142,1.25,1.4285714285714286,1.6,1.375,1.75,1.5,1.1666666666666667,1.2857142857142858,1.25
1,1,2,1,4.0,0,da,3,3,7,1,,89.75808823529411,11.0,1.4285714285714286,1.0,1.2857142857142858,1.4,2.0,1.5,1.0,1.5,0.7142857142857143,0.5
0,1,2,1,4.0,1,da,3,3,7,1,,77.0,17.752508361204015,2.0,1.875,2.0,2.0,2.0,2.0,2.0,2.0,1.7142857142857142,1.5833333333333333
0,1,2,2,4.0,1,da,3,3,7,1,,87.0,11.0,1.7857142857142858,1.5,1.4285714285714286,1.4,2.0,2.0,1.5,1.6666666666666667,2.0,1.75
1,1,2,3,5.0,1,da,3,3,7,1,,80.0,12.0,1.9285714285714288,1.75,1.7142857142857142,0.8,1.5,1.5,0.75,1.3333333333333333,2.0,1.25
0,0,1,2,5.0,2,da,3,1,7,1,,86.0,11.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
0,0,1,1,4.0,1,da,2,3,7,1,,89.75808823529411,15.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
0,1,3,2,4.0,0,da,3,3,7,1,,81.0,12.0,2.0,1.75,2.0,1.6,1.75,2.0,14.75,2.0,1.8571428571428568,1.3333333333333333
1,1,1,0,2.0,0,da,3,3,7,1,,85.0,18.0,2.0,2.0,2.0,2.0,1.875,2.0,2.0,2.0,2.0,2.0
1,1,2,1,4.0,1,da,1,3,7,1,,83.0,15.0,1.0,0.125,0.7142857142857143,0.2,1.0,1.0,0.0,-1.0,0.8571428571428571,0.25
0,1,2,1,4.0,1,da,3,3,7,1,,87.0,11.0,1.6428571428571428,1.5,1.7142857142857142,0.0,1.5,2.0,1.5,1.8780701754385964,1.7142857142857142,1.75
0,1,2,2,5.0,2,da,3,1,7,1,"Pri razumevanju vprašanj na nekaterih delih nisem bila čisto prepričana, da vem, kaj sprašujete oz. občutek sem imela, da so vprašanja pripravljena tako, da bo rezultat anket precej enak. Srečno!",80.0,17.752508361204015,2.0,1.75,1.7142857142857142,1.4712074303405571,2.0,2.0,0.5,1.5,1.8571428571428568,1.9166666666666667
0,1,2,1,4.0,0,da,3,3,7,0,"Pomembno nam je tudi, da se vzgojiteljica odzove tudi v skladu z njenimi čustvi in se kdaj ravna po instinktu in tudi otroka objame, pocarta ipd.",86.0,13.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0
1,1,3,1,4.0,1,da,1,3,7,1,,81.0,13.0,1.7857142857142858,1.25,0.8571428571428571,1.0,1.875,2.0,1.0,1.8333333333333333,1.8571428571428568,1.75
0,1,1,1,6.0,1,da,0,3,7,1,,80.0,61.0,2.0,1.875,2.0,2.0,2.0,2.0,2.0,1.3333333333333333,1.8571428571428568,2.0
1,1,2,1,4.0,0,da,3,3,7,1,"Če bi imela še več otrok, bi vsakega vključila v vrtec z 11 meseci; ne bi ga imela sama doma ali v varstvu starih staršev. Le-ti si ""zaslužijo"" upokojitev in mir. Z mamo in očetom je vedno drugače kot pa če bi bili v varstvu vrtca. Mamo in očeta vedno izkoriščajo.",89.0,11.0,2.0,0.875,2.0,1.8,1.25,1.75,1.5,1.0,2.0,2.0
1,1,2,1,4.0,1,da,1,3,7,1,,82.0,13.0,1.9285714285714288,1.25,1.1428571428571428,0.2,1.0,1.75,1.0,0.6666666666666666,2.0,2.0
1,1,2,1,4.0,0,da,1,3,7,1,,86.0,30.0,1.0,0.875,1.0,0.8,1.0,1.0,0.5,0.8333333333333334,0.8571428571428571,0.9166666666666666
0,1,3,3,4.0,0,da,0,3,7,1,,80.0,11.0,2.0,1.75,1.2857142857142858,1.4,1.625,1.5,1.25,1.3333333333333333,1.7142857142857142,1.0833333333333333
1,1,1,1,2.0,0,da,3,3,7,1,,92.0,24.0,2.0,1.875,2.0,2.0,2.0,2.0,2.0,2.0,1.7142857142857142,1.4166666666666667
0,1,2,2,4.0,1,da,3,3,7,1,,87.0,18.0,2.0,2.0,2.0,0.6,2.0,1.0,0.5,2.0,2.0,1.1666666666666667
0,1,2,2,3.0,0,da,3,3,7,1,,94.0,14.0,1.5714285714285714,0.625,1.2857142857142858,0.8,1.375,1.5,1.25,1.6666666666666667,1.7142857142857142,0.5
1,1,2,1,4.0,0,da,3,3,7,1,"Z mojega stališča je vprašalnik sestavljen narobe. Otrok gre v vrtec, ker gredo starši v službo in ja, starši upamo na celostni razvoj otroka in njegovo dobro počutje v vrtcu. To sicer ne pomeni, da bi otroka imeli ves čas doma, če ne bi bili zaposleni, vendar če smo, alternative tako ali tako ni, zato je vprašanje ""Za vključitev otroka sem se odločil, ker"" neaclekvatno. Sicer je zame verjetno najpomembnejša nalooga vrtca socializacija, druženje z vrstniki in spoznavanje razlik med ljudmi. Za druge stvari so starši v tem obdobju zadostni, če imajo za otroka čas.",76.0,37.0,2.0,0.7901244167962675,1.2857142857142858,0.8,0.875,1.0,0.0,1.5,1.7142857142857142,0.75
1,1,2,2,4.0,1,da,3,3,7,1,"Otroka sem vključila v vrtec v večji meri zaradi varstva. Sem pa mnenja, da bi bilo lahko bistveno več sodelovanja vrtec-otrok-starši. Iz izkušenj starši nimamo vpliva na izboljšanje počutja otroka v vsakem vprašanju je bil odgovor vzgojiteljev, tako pač je in držimo se programa. vesela sem, da sem desetletno obdobje vrteca zapustila in menim, da je šola veliko bolj poslušala in komunikacija bolje vzpostavljena.",92.0,11.0,1.4694815138919275,1.0,0.4285714285714285,0.6,0.875,0.75,1.25,0.6666666666666666,1.5714285714285714,0.75
0,1,1,1,4.0,0,da,1,3,2,1,,86.0,59.0,1.0,1.0,2.0,1.0,2.0,1.75,1.25,2.0,1.0,1.0
0,0,1,1,3.0,0,da,1,3,7,1,Lep pozdrav.,86.0,17.0,2.0,0.9151244167962675,0.5714285714285714,0.0,0.875,1.0,0.0,0.6666666666666666,0.4285714285714285,0.6666666666666666
0,1,2,2,4.0,0,da,3,3,7,1,,90.0,11.0,1.0,1.0,2.0,1.0,1.375,2.0,1.0,1.0,2.0,1.8333333333333333
0,1,2,2,5.0,1,da,3,3,7,1,,90.0,21.0,1.4285714285714286,0.75,1.2857142857142858,0.2,0.375,0.5,-0.5,-0.3333333333333333,1.1428571428571428,0.3333333333333333
1,1,2,2,4.0,0,da,3,3,7,1,,86.0,11.0,1.8571428571428568,1.5,1.1428571428571428,1.4,2.0,2.0,1.25,2.0,1.8571428571428568,1.5
0,1,2,2,5.0,0,da,3,3,7,1,,87.0,19.0,0.6428571428571429,0.875,1.2857142857142858,1.6,2.0,1.5,1.5,1.3333333333333333,1.5714285714285714,1.3333333333333333
0,1,2,2,4.0,1,ne,2,3,7,1,,86.0,17.0,2.0,0.75,0.1428571428571428,0.4,0.375,0.0,-1.25,-0.8333333333333334,1.1428571428571428,-0.1666666666666666
1,1,2,1,5.0,2,da,3,3,7,1,,93.0,19.0,1.4285714285714286,1.625,2.0,2.0,2.0,2.0,2.0,2.0,1.7142857142857142,2.0
0,1,1,1,4.0,1,da,3,3,7,1,,95.0,15.0,2.0,1.5,1.0,1.0,1.125,1.0,0.0,0.8333333333333334,1.5714285714285714,1.4166666666666667
1,1,2,2,4.0,1,da,1,3,7,1,,94.0,27.0,1.5,1.625,1.8571428571428568,1.4,1.875,1.5,2.0,1.3333333333333333,1.2857142857142858,1.3333333333333333
1,1,2,2,3.0,0,da,2,3,7,1,,92.0,11.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.9166666666666667
0,1,1,1,4.0,1,da,3,3,7,1,,98.0,17.752508361204015,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0
1,1,3,3,4.0,1,da,3,3,7,1,,76.0,17.752508361204015,2.0,1.75,1.5714285714285714,1.6,1.625,2.0,1.0,1.1666666666666667,1.7142857142857142,1.75
0,1,1,1,4.0,0,da,3,3,7,1,,88.0,18.0,2.0,2.0,2.0,2.0,2.0,2.0,1.75,2.0,1.8571428571428568,2.0
0,1,2,2,4.0,0,da,3,3,7,1,,82.0,14.0,0.5,0.125,1.1428571428571428,1.0,1.75,1.5,0.5,1.6666666666666667,0.7142857142857143,0.25
0,1,2,1,4.0,1,da,3,3,7,1,"Malo je dvoumno - ali so te želje, kaj vi želeli, da vrtec pripomore ali kaj je realno stanje. Pri določenih vprašanjih smo odgovarjali kako smo dojemali situacijo v vrtcih, pri določenih kaj bi želeli.",82.0,14.0,1.0714285714285714,0.0,0.7142857142857143,1.0,1.375,0.25,-0.5,1.0,1.7142857142857142,1.0
1,1,2,1,2.0,0,da,2,3,7,1,,81.0,12.5,1.0,0.625,0.5714285714285714,0.0,0.25,0.5,1.0,0.0,0.7142857142857143,0.75
0,1,3,1,3.0,0,da,3,3,7,1,,77.0,12.0,2.0,1.875,2.0,1.8,2.0,15.25,2.0,2.0,1.8571428571428568,1.0
1,1,2,1,5.0,0,da,3,3,7,1,,82.0,15.0,1.2142857142857142,1.0,0.0,0.0,0.875,1.5,0.25,0.0,1.4285714285714286,1.0
1,1,2,1,5.0,0,da,3,3,7,1,,82.0,15.0,1.2142857142857142,1.0,0.0,0.0,0.875,1.5,0.25,0.0,1.4285714285714286,1.0
1,1,3,2,3.0,0,da,3,3,7,1,"Vprašlnik ne razlikuje med vključitivjo v javni vrtec (ali vrtec s takim programom) in vrtcem, ki upošteva drugačne pedagogike (montessori, waldorf …), saj so tudi vzgibi, pričakovanja in merila drugačna.",83.0,15.0,2.0,1.25,0.4285714285714285,1.4,1.875,1.0,0.5,0.8333333333333334,2.0,1.75
0,1,2,1,4.0,0,da,0,3,8,1,,88.0,30.0,0.7142857142857143,0.25,0.5714285714285714,0.4,0.625,1.0,0.75,1.0,1.7142857142857142,0.75
0,1,1,1,5.0,1,da,3,3,7,1,,81.0,25.0,2.0,1.75,1.7142857142857142,1.6,1.75,1.5,1.25,1.5,1.8571428571428568,1.1666666666666667
1,1,3,1,2.0,0,da,3,3,7,1,"Vprašanja V12 - V17 niso jasno zastavljena. Npt. V16: za vključitev otroka v vrtec sem se odločil, ker menim, da vključenost v vrtec vpliva na otrokov razvoj na področju naravoslovja --> moj odgovor na to bi bil POPOLNOMA SE STRINJAM (s trditvijo). VENDAR: Za otrokov razvoj je pomembno, da ... --> ta trditev ni logično nadaljevanje prejšnje. Da, vse našteto je pomembno za otrokov razvoj, vendar se nisem odločila za vpis otroka v vrtec za izpolnitev teh postavk. Npr. po mojem mnenju je pomembno, da uporablja digitalna orodja, ni pa to razlog za vpis v vrtec, niti jih v vrtcu ne uporabljajo. Predlagam, da premislite o ustreznosti vprašanj. V19: Z vsemi trditvami se strinjam, da vzgojitelijca to počne oz. te spretnosti ima, vendar se zaradi tega nisem odločila za vpis otroka v vrtec.",76.0,13.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,1.2065202122408356
1,1,2,2,3.0,0,da,3,3,7,1,"Z otrokovim vrtcem smo bili zelo zadovoljni. Otrok je z veseljem vsak dan obiskoval vrtec, prav tako z veseljem razlagal kaj vse so počeli čez dan oz. kaj vse so se novega naučili. Prav tako smo bili zadovoljni z vsemi vzgojiteljicami ter pomočnicami, ki so svoj poklic opravljale z ljubeznijo ter zavestjo. Obžalujemo le pogosto bolehnost otroka, ki je posledično izpustil oz. zamudil še več učenja ter druženja s sovrstniki.",80.0,25.0,2.0,1.625,1.5714285714285714,1.4,2.0,1.5,0.5,0.5,1.4285714285714286,1.25
0,1,1,1,3.0,0,da,3,3,7,1,,89.0,13.0,2.0,1.75,1.5714285714285714,1.6,2.0,2.0,1.0,1.6666666666666667,1.0,1.8333333333333333
1,1,1,1,3.0,0,da,3,3,7,1,,87.0,27.0,1.2142857142857142,1.625,1.2857142857142858,1.0,1.0,0.5,0.0,1.0,0.7142857142857143,1.0
1,1,2,1,2.0,0,da,3,3,7,1,,83.0,11.0,2.0,2.0,2.0,1.6,1.75,2.0,0.5,1.6666666666666667,2.0,1.3333333333333333
1,0,2,2,6.0,2,da,3,3,7,1,,81.0,25.0,0.6428571428571429,0.125,0.5714285714285714,0.0,0.375,0.75,0.75,1.0,1.2857142857142858,0.6666666666666666
1,1,2,1,2.0,0,da,3,3,7,1,,87.0,11.0,2.0,2.0,2.0,2.0,2.0,2.0,1.5,2.0,2.0,1.5
0,1,1,1,3.0,0,da,3,3,7,1,,89.0,45.0,1.8571428571428568,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.8571428571428568,0.75
1,1,1,1,4.0,1,da,0,3,8,1,,86.0,13.0,1.0,0.875,1.4285714285714286,0.8,0.875,1.25,0.5,1.0,0.7142857142857143,0.6666666666666666
0,1,1,1,4.0,1,da,0,3,2,1,,80.0,35.0,1.6079119605966046,1.3015130670667705,1.3371750077599749,1.194733876329484,1.489360853512029,1.4776545422856957,0.9683304520402278,1.2601456688642612,1.4609007618132228,1.2065202122408356
0,1,2,2,4.0,0,da,3,3,7,1,"Vrtec ugodno vpliva na vsa področja otrokovrga razvoja, zato je dobro starše, v čim večji meri spodbujati k vključitvi otroka v vrtec.",82.0,14.0,2.0,1.75,0.8571428571428571,0.8,2.0,2.0,1.0,1.6666666666666667,2.0,2.0
1,1,3,2,5.0,0,da,3,3,7,1,,88.0,30.0,1.5,1.0,-0.7142857142857143,0.4,0.625,0.5,-0.75,0.1666666666666666,1.7142857142857142,1.3333333333333333
0,1,2,1,4.0,1,da,3,3,7,1,,81.0,11.0,2.0,2.0,1.8571428571428568,1.8,2.0,2.0,1.5,1.8333333333333333,2.0,1.8333333333333333
1,1,1,2,4.0,0,da,3,3,7,1,,86.0,11.0,2.0,2.0,2.0,2.0,2.0,2.0,1.75,2.0,1.8571428571428568,1.9166666666666667
0,1,1,1,5.0,1,da,3,3,7,1,,87.0,19.0,1.4285714285714286,1.0,0.8571428571428571,1.0,1.0,1.0,0.5,0.8333333333333334,0.7142857142857143,1.0
1,1,1,1,5.0,0,da,3,3,7,1,,87.0,19.0,1.4285714285714286,1.0,0.8571428571428571,1.0,1.0,1.0,0.5,0.8333333333333334,1.7142857142857142,1.0
0,1,2,1,5.0,2,da,3,3,7,1,,85.0,16.0,2.0,1.625,1.2857142857142858,1.4,1.125,1.0,0.5,1.1666666666666667,1.2857142857142858,0.8333333333333334
1,1,1,1,5.0,1,da,0,3,8,1,,88.0,31.0,2.0,0.75,1.4285714285714286,1.8,1.6895285935085007,1.5,0.5,2.0,2.0,1.6666666666666667
0,1,2,1,4.0,1,da,3,3,7,1,,86.0,11.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0
0,1,2,1,5.0,0,da,3,3,7,1,,78.0,21.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.7142857142857142,1.5
1,1,2,1,5.0,1,da,3,3,7,1,,78.0,11.0,1.2142857142857142,0.875,0.7142857142857143,1.0,0.875,0.75,0.25,0.1666666666666666,0.7142857142857143,0.5
0,1,1,1,4.0,0,da,3,3,7,1,,83.0,15.0,2.0,1.375,0.8571428571428571,1.2,2.0,1.25,2.0,1.0,1.4285714285714286,1.5
1,1,2,2,4.0,0,da,2,3,7,1,,77.0,32.0,2.0,1.375,1.1428571428571428,1.2,1.5,1.5,1.75,1.0,1.7142857142857142,1.3333333333333333
1,1,2,1,4.0,0,da,2,3,7,1,,80.0,23.0,1.4285714285714286,1.125,0.0,0.6,1.25,1.25,0.0,0.6666666666666666,1.1428571428571428,0.3333333333333333
1,1,2,2,4.0,1,da,3,3,7,1,,85.0,12.0,0.7857142857142857,0.875,0.2857142857142857,0.6,0.875,1.0,0.5,1.0,1.0,1.0
1,1,1,1,4.0,0,da,3,3,7,1,,80.0,11.0,1.2857142857142858,1.0,1.0,1.0,1.0,1.5,0.75,0.6666666666666666,1.1428571428571428,1.0833333333333333
0,1,1,2,5.0,1,da,3,3,7,1,,80.0,17.752508361204015,2.0,1.625,2.0,2.0,1.875,2.0,2.0,1.3333333333333333,1.5714285714285714,1.5833333333333333
0,1,1,1,4.0,1,da,2,3,7,1,,85.0,17.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0
0,0,2,2,5.0,2,da,3,3,7,1,,86.0,18.0,2.0,0.875,0.8571428571428571,0.8,2.0,2.0,1.5,2.0,2.0,1.1666666666666667
1,1,2,1,4.0,1,da,3,3,7,1,,86.0,11.0,2.0,1.875,2.0,2.0,1.875,1.75,2.0,2.0,1.7142857142857142,1.0833333333333333
1,1,2,1,5.0,0,da,3,3,7,1,,81.0,25.0,0.4285714285714285,0.0,0.4285714285714285,0.0,0.125,0.0,0.25,0.6666666666666666,1.0,2.0
0,1,1,2,4.0,0,da,3,3,7,1,,80.0,11.0,1.0,0.875,1.0,1.0,1.0,1.0,1.0,1.0,1.1428571428571428,1.4166666666666667
1,1,2,1,4.0,0,da,1,3,7,1,,79.0,11.0,0.5714285714285714,0.375,0.1428571428571428,0.0712074303405572,0.75,0.75,-0.25,0.3333333333333333,1.2857142857142858,1.4166666666666667
0,1,2,1,4.0,0,da,3,3,8,1,"Dragi vzgojitelji in učitelji, hvala ker ste!",82.0,37.0,2.0,1.875,1.8571428571428568,1.8,2.0,2.0,1.5,2.0,2.0,1.8333333333333333
1,1,3,2,6.0,2,da,3,3,7,1,"Vprašalnik je zelo nenavadno sestavljen. Nisem se odločila, da vpišem ptrpka v vrtec zaradi mnogo navedenih stvari, pač pa zato, ker je to najboljša rešitev za zaposlene starše. Priznavam pa, da ima socializacija v okviru vrtca vrsto prednosti in hkrati otrokom omogoča bolj raznolično in polno življenje. Vsi moji otroci so se iz vrtca vselej vračali navdušeni nad vsem, kar so novega doživeli ali se naučili.",65.0,20.0,1.7142857142857142,1.125,0.7142857142857143,1.0,0.875,1.0,-0.25,-0.1666666666666666,0.5714285714285714,0.5833333333333334
0,1,2,1,4.0,1,da,3,3,7,1,,86.0,29.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0
0,0,1,1,4.0,1,da,3,3,2,1,,90.0,29.0,1.3571428571428572,0.5458333333333334,0.8571428571428571,1.0,1.625,1.75,0.5,2.0,1.4285714285714286,1.6666666666666667
0,1,2,2,4.0,0,da,3,3,7,1,,88.0,11.0,1.7857142857142858,1.625,1.5714285714285714,1.0,1.5,1.25,0.5,1.5,1.0,0.8333333333333334
0,0,0,1,4.0,1,da,0,3,8,1,,84.0,41.752508361204015,1.2857142857142858,0.5,0.7142857142857143,1.0,1.125,0.75,0.5,-0.5,1.0,1.0
1,1,0,0,3.0,2,da,0,3,0,1,,79.0,41.752508361204015,1.2857142857142858,-1.375,-2.0,-1.4,-0.875,-2.0,-2.0,-2.0,-2.0,-2.0
1,1,1,1,3.0,0,da,1,3,7,1,,79.0,35.0,1.5714285714285714,1.125,0.8571428571428571,0.8,1.0,1.5,0.0,1.5,1.5714285714285714,1.5833333333333333
0,1,2,2,4.0,0,da,1,3,7,1,,84.0,40.0,1.0,0.75,0.7142857142857143,0.6,1.0,1.0,-0.5,0.5,0.2857142857142857,1.0
1,1,2,3,4.0,1,da,3,3,7,1,,88.0,11.0,2.0,1.375,0.0,1.6,1.75,2.0,2.0,2.0,1.0,1.1666666666666667
0,1,1,1,4.0,0,da,1,0,7,1,,82.0,26.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0
0,1,2,2,3.0,0,da,3,3,8,1,,79.0,41.752508361204015,1.5,1.25,0.4285714285714285,0.4,1.25,1.0,0.5,0.8333333333333334,1.0,0.6666666666666666
0,1,2,2,3.0,0,da,2,3,7,1,,77.0,17.752508361204015,1.6428571428571428,1.125,1.225621835791327,0.8,1.625,2.0,0.5,0.6666666666666666,1.0,1.3333333333333333
1,1,1,1,4.0,1,da,2,3,7,1,,86.0,28.0,1.4285714285714286,1.25,1.7142857142857142,0.6,1.875,1.0,1.25,0.6666666666666666,1.0,0.4166666666666667
1,1,2,1,3.0,0,da,3,3,7,1,,88.0,11.0,2.0,1.5,0.8571428571428571,1.4,0.875,1.0,0.0,0.6666666666666666,0.5714285714285714,0.8333333333333334
0,1,2,1,4.0,1,da,3,3,7,1,,84.0,11.0,0.7142857142857143,0.25,0.0,0.0,1.0,1.0,0.25,1.0,1.0,1.25
0,0,2,1,3.0,0,da,3,3,7,1,,80.0,24.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.4285714285714286,1.4166666666666667
